Produto,Empresa,Ingrediente Ativo,URL
Counter 150G,AMVAC,Terbufós,/agrolinkfito/produto/counter-150g_207.html
Cover DF,Basf,Enxofre (Sulfur),/agrolinkfito/produto/cover-df_3135.html
Covinex 700,TradeCorp,"Equivalente em cobre metálico, Oxicloreto de cobre",/agrolinkfito/produto/covinex-700_10924.html
Coyote WG,Adama,Atrazina,/agrolinkfito/produto/coyote-wg_8103.html
Crater,UPL,"2,4-D, Equivalente ácido de 2,4-D, Equivalente Ácido de Picloram, Picloram",/agrolinkfito/produto/crater_8104.html
Cratos,Adama,Fipronil,/agrolinkfito/produto/cratos_10752.html
Creavis,Syngenta,Pidiflumetofem,/agrolinkfito/produto/creavis_11938.html
Credit,Sumitomo,"Equivalente ácido de Glifosato, Glifosato",/agrolinkfito/produto/credit_8772.html
Credit 480,Sumitomo,"Equivalente ácido de Glifosato, Glifosato",/agrolinkfito/produto/credit-480_10366.html
Creox,Sipcam Nichino,Sulfentrazona,/agrolinkfito/produto/creox_10356.html
Crescendo,UPL,"Equivalente ácido de Triclopir, Triclopir-butotílico",/agrolinkfito/produto/crescendo_8105.html
Creta,Sumitomo,"Equivalente ácido de Fluroxipir, Equivalente Ácido de Picloram, Fluroxipir, Picloram",/agrolinkfito/produto/creta_10637.html
Crevixar,Basf,"Fluxapiroxade, Mefentrifluconazole, Piraclostrobina",/agrolinkfito/produto/crevixar_11792.html
Cricen,Syngenta,"Fludioxonil, Metalaxil-M, Tiabendazol, Tiametoxam",/agrolinkfito/produto/cricen_10898.html
Crisobase-E,Base,Chrysoperla externa,/agrolinkfito/produto/crisobase-e_12229.html
Crisop,TOPBIO,Chrysoperla externa,/agrolinkfito/produto/crisop_11772.html
Crisopídeo Amipa,AMIPA,Chrysoperla externa,/agrolinkfito/produto/crisopideo-amipa_11688.html
Criso-Vit,JB Biotecnologia,Chrysoperla externa,/agrolinkfito/produto/criso-vit_11681.html
Cronnos,Adama,"Mancozebe, Picoxistrobina, Tebuconazol",/agrolinkfito/produto/cronnos_10639.html
Cropper BR,Adama,"Fluxapiroxade, Mancozebe, Protioconazol",/agrolinkfito/produto/cropper-br_11878.html
Cropstar,Bayer,"Imidacloprido, Tiodicarbe",/agrolinkfito/produto/cropstar_6982.html
Crossover,Ouro Fino,"Ametrina, Clomazona",/agrolinkfito/produto/crossover_10328.html
Crucial,Sumitomo,"Equivalente ácido de Glifosato, Glifosato - Sal de Isopropilamina, Glifosato - Sal de Potássio",/agrolinkfito/produto/crucial_8686.html
Cruiser 350 FS/Domeron/Vitalis,Syngenta,Tiametoxam,/agrolinkfito/produto/cruiser-350-fs-domeron-vitalis_5963.html
Cruiser 600 FS,Syngenta,Tiametoxam,/agrolinkfito/produto/cruiser-600-fs_10347.html
Cruiser Advanced,Syngenta,"Fludioxonil, Metalaxil-M, Tiabendazol, Tiametoxam",/agrolinkfito/produto/cruiser-advanced_8983.html
Cruiser Opti,Syngenta,"Lambda-Cialotrina, Tiametoxam",/agrolinkfito/produto/cruiser-opti_8905.html
Cruzaro 480 EC,Globachem,"Equivalente ácido de Triclopir-butotílico, Triclopir-butotílico",/agrolinkfito/produto/cruzaro-480-ec_11310.html
Cryptomip,Promip,Cryptolaemus montrouzieri,/agrolinkfito/produto/cryptomip_10283.html
Crypton,VSF,Cryptolaemus montrouzieri,/agrolinkfito/produto/crypton_12031.html
Crystal,Lallemand,Bacillus thuringiensis subsp. Thoworthy isolado 344,/agrolinkfito/produto/crystal_10300.html
Cuantiva,Basf,"Fluxapiroxade, Piraclostrobina",/agrolinkfito/produto/cuantiva_10904.html
Cultar 250 SC,Syngenta,Paclobutrazol,/agrolinkfito/produto/cultar-250-sc_3480.html
Cultifix,Basf,Imazetapir,/agrolinkfito/produto/cultifix_10219.html
Cuprital 700,TradeCorp,"Equivalente em cobre metálico, Oxicloreto de cobre",/agrolinkfito/produto/cuprital-700_10709.html
Cuprodil WG,Sipcam Nichino,"Clorotalonil, Equivalente em cobre metálico, Oxicloreto de cobre",/agrolinkfito/produto/cuprodil-wg_8492.html
Cuprogarb 350,Oxiquímica,"Equivalente em cobre metálico, Oxicloreto de cobre",/agrolinkfito/produto/cuprogarb-350_4463.html
Cuprogarb 500,Oxiquímica,"Equivalente em cobre metálico, Oxicloreto de cobre",/agrolinkfito/produto/cuprogarb-500_4490.html
Cupronil/Cupravit Azul/Funguran Azul,Funguran,"Equivalente em cobre metálico, Oxicloreto de cobre",/agrolinkfito/produto/cupronil-cupravit-azul-funguran-azul_8313.html
Cuprozeb,Sipcam Nichino,"Equivalente em cobre metálico, Mancozebe, Oxicloreto de cobre",/agrolinkfito/produto/cuprozeb_3061.html
Cupuran 500 PM,Mitsui,"Equivalente em cobre metálico, Oxicloreto de cobre",/agrolinkfito/produto/cupuran-500-pm_8108.html
Curacron,Syngenta,Profenofós,/agrolinkfito/produto/curacron_12216.html
CURADO,Sumitomo,Fluazinam,/agrolinkfito/produto/curado_10427.html
Curanza,Syngenta,Ciantraniliprole,/agrolinkfito/produto/curanza_11414.html
Curanza 600 FS Pro,Syngenta,Ciantraniliprole,/agrolinkfito/produto/curanza-600-fs-pro_11128.html
Curanza Pro,Syngenta,Ciantraniliprole,/agrolinkfito/produto/curanza-pro_11287.html
Curathane,CTVA Proteção de Cultivos,"Cimoxanil, Mancozebe",/agrolinkfito/produto/curathane_4500.html
Curathane SC,CTVA Proteção de Cultivos,"Cimoxanil, Mancozebe",/agrolinkfito/produto/curathane-sc_8437.html
Curavial,FMC,Sulfometurom-metílico,/agrolinkfito/produto/curavial_3481.html
Curbix 200 SC,Bayer,Etiprole,/agrolinkfito/produto/curbix-200-sc_7145.html
Curbix 200 SC A,Bayer,Etiprole,/agrolinkfito/produto/curbix-200-sc-a_10739.html
Curinga,Adama,Clorpirifós,/agrolinkfito/produto/curinga_29.html
Curygen EC,Avgust Crop,Difenoconazol,/agrolinkfito/produto/curygen-ec_10549.html
Curyom 550 EC,Syngenta,"Lufenurom, Profenofós",/agrolinkfito/produto/curyom-550-ec_199.html
Curzate,FMC,"Cimoxanil, Mancozebe",/agrolinkfito/produto/curzate_7726.html
Cyman,UPL,Cipermetrina,/agrolinkfito/produto/cyman_10097.html
Cyper Copa 250 EC,Copalliance,Cipermetrina,/agrolinkfito/produto/cyper-copa-250-ec_10091.html
Cypermethrin 200 EC,FMC,Cipermetrina,/agrolinkfito/produto/cypermethrin-200-ec_3276.html
Cypress 400 EC,Syngenta,"Ciproconazol, Difenoconazol",/agrolinkfito/produto/cypress-400-ec_8453.html
Cyptrin,Sumitomo,Cipermetrina,/agrolinkfito/produto/cyptrin_11933.html
Cyptrin 250 CE,Sumitomo,Cipermetrina,/agrolinkfito/produto/cyptrin-250-ce_180.html
Cyptrin Prime,Tagros,Cipermetrina,/agrolinkfito/produto/cyptrin-prime_10084.html
Cytolin,Sumitomo,"Ácido giberélico, Benziladenina",/agrolinkfito/produto/cytolin_10930.html
Czar,Adama,Carbendazim,/agrolinkfito/produto/czar_7149.html
Daconil 500,Syngenta,Clorotalonil,/agrolinkfito/produto/daconil-500_3363.html
Daconil WG,Syngenta,Clorotalonil,/agrolinkfito/produto/daconil-wg_8372.html
Dacostar 500,UPL,Clorotalonil,/agrolinkfito/produto/dacostar-500_3176.html
Dacostar 750,UPL,Clorotalonil,/agrolinkfito/produto/dacostar-750_10337.html
Dacostar WG,UPL,Clorotalonil,/agrolinkfito/produto/dacostar-wg_8114.html
Daga,Tecnomyl,"Equivalente ácido de Haloxifope-P-metílico, Haloxifope-P-metílico",/agrolinkfito/produto/daga_10496.html
DalNeem EC,Dalneem Brasil,"Concentração de Azadiractina A, Concentração de Azadiractina B, Óleo de Neem (Azadirachta indica)",/agrolinkfito/produto/dalneem-ec_10142.html
Danado,UPL,"Equivalente Ácido de Picloram, Picloram",/agrolinkfito/produto/danado_8585.html
Daniato,Ouro Fino,Acefato,/agrolinkfito/produto/daniato_10701.html
Danimen 300 EC,Sumitomo,Fenpropatrina,/agrolinkfito/produto/danimen-300-ec_4053.html
Dart,Adama,"Picoxistrobina, Tebuconazol",/agrolinkfito/produto/dart_11108.html
Davos,TradeCorp,Lambda-Cialotrina,/agrolinkfito/produto/davos_10880.html
Daytona,Koppert,"Trichoderma harzianum, cepa ESALQ-1306",/agrolinkfito/produto/daytona_10693.html
Decis 25 EC,Bayer,Deltametrina,/agrolinkfito/produto/decis-25-ec_8.html
Decisive,Monsanto,"Equivalente ácido de Glifosato, Glifosato",/agrolinkfito/produto/decisive_10833.html
Decorum/Aminespray/Cadma/Hedonal/Herbaking,Rainbow Defensivos,"2,4-D, Equivalente ácido de 2,4-D",/agrolinkfito/produto/decorum-aminespray-cadma-hedonal-herbaking_3704.html
Defend WDG,Quimetal,Enxofre (Sulfur),/agrolinkfito/produto/defend-wdg_8118.html
Defender,CL Empreendimentos,Telenomus podisi,/agrolinkfito/produto/defender_11684.html
Delegate,CTVA Proteção de Cultivos,Espinetoram,/agrolinkfito/produto/delegate_10060.html
DemolidorBR,Ouro Fino,"Diurom, Hexazinona",/agrolinkfito/produto/demolidorbr_8471.html
Denaxo,Basf,"Epoxiconazol, Fluxapiroxade, Piraclostrobina",/agrolinkfito/produto/denaxo_10273.html
Deoro,Luxembourg,Flumetralina,/agrolinkfito/produto/deoro_8526.html
Dermacor,Corteva,Clorantraniliprole,/agrolinkfito/produto/dermacor_10166.html
Dermacor BR,Corteva,Clorantraniliprole,/agrolinkfito/produto/dermacor-br_10425.html
Derox,Nortox,Carbendazim,/agrolinkfito/produto/derox_8590.html
Desali,Syngenta,"Azoxistrobina, Benzovindiflupir",/agrolinkfito/produto/desali_10312.html
Desali 150 EC,Syngenta,"Azoxistrobina, Benzovindiflupir",/agrolinkfito/produto/desali-150-ec_11114.html
Dessecan,Adama,MSMA,/agrolinkfito/produto/dessecan_56.html
Dessicash,Sharda,Diquate,/agrolinkfito/produto/dessicash_10103.html
Dessicash 200 SL,Sharda,Diquate,/agrolinkfito/produto/dessicash-200-sl_10307.html
Destroyer/Revers,CL Empreendimentos,Spodoptera frugiperda multiple nucleopolyhedrovirus (SfMNPV),/agrolinkfito/produto/destroyer-revers_11685.html
Detroit,Koppert,Metarhizium anisopliae cepa IBCB 425,/agrolinkfito/produto/detroit_10327.html
Deuter,Sinon,Acefato,/agrolinkfito/produto/deuter_11659.html
Devamectin 18 EC,Ferbru,Abamectina,/agrolinkfito/produto/devamectin-18-ec_11388.html
Dexa WG,Sharda,"Diurom, Hexazinona",/agrolinkfito/produto/dexa-wg_10787.html
Dez,UPL,"2,4-D, Equivalente ácido de 2,4-D",/agrolinkfito/produto/dez_8122.html
Dez Gold,UPL,"2,4-D, Equivalente ácido de 2,4-D",/agrolinkfito/produto/dez-gold_10951.html
Diador,TradeCorp,Diafentiurom,/agrolinkfito/produto/diador_11046.html
Diafentiuron 500 SC Proventis,Proventis,Diafentiurom,/agrolinkfito/produto/diafentiuron-500-sc-proventis_10822.html
Diafentiuron CCAB 500 SC,CCAB Agro,Diafentiurom,/agrolinkfito/produto/diafentiuron-ccab-500-sc_10352.html
Diafentiuron Nortox,Nortox,Diafentiurom,/agrolinkfito/produto/diafentiuron-nortox_11172.html
DiamanteBR,Ouro Fino,Imidacloprido,/agrolinkfito/produto/diamantebr_8636.html
Dicamax LV,Monsanto,"Dicamba, Equivalente ácido de dicamba",/agrolinkfito/produto/dicamax-lv_12086.html
Dicare,Rainbow Defensivos,"Dicamba, Equivalente ácido de dicamba",/agrolinkfito/produto/dicare_11639.html
Dicarzol 500 SP,Gowan,Cloridrato de formetanato,/agrolinkfito/produto/dicarzol-500-sp_110.html
Difcor 250 EC/Difcor Glob/Difure Pento/Passerelle/Fardi/Ruffex,Gowan,Difenoconazol,/agrolinkfito/produto/difcor-250-ec-difcor-glob-difure-pento-passerelle-fardi-ruffex_10282.html
Difenoconazol CCAB 250 EC,CCAB Agro,Difenoconazol,/agrolinkfito/produto/difenoconazol-ccab-250-ec_11468.html
Difere/Levero/Wall,Oxiquímica,"Equivalente em cobre metálico, Oxicloreto de cobre",/agrolinkfito/produto/difere-levero-wall_8332.html
Difluben 240 SC,AllierBrasil,Diflubenzurom,/agrolinkfito/produto/difluben-240-sc_11368.html
Diflubenzuron 240 SC Crop,Avgust Crop,Diflubenzurom,/agrolinkfito/produto/diflubenzuron-240-sc-crop_10314.html
Diflubenzuron AGP 480 SC,Sumitomo,Diflubenzurom,/agrolinkfito/produto/diflubenzuron-agp-480-sc_7807.html
Diflubenzuron CCAB 480 SC,CCAB Agro,Diflubenzurom,/agrolinkfito/produto/diflubenzuron-ccab-480-sc_11436.html
Difluchem 240 SC,Helm,Diflubenzurom,/agrolinkfito/produto/difluchem-240-sc_7704.html
Diflucrop,Agro Import,Diflubenzurom,/agrolinkfito/produto/diflucrop_10517.html
Diflumax,Helm,Diflubenzurom,/agrolinkfito/produto/diflumax_7654.html
Diflumax 240 SC Helm,Helm,"Diflubenzurom, Propilenoglicol",/agrolinkfito/produto/diflumax-240-sc-helm_10502.html
Difo 250 EC,Nellty,Difenoconazol,/agrolinkfito/produto/difo-250-ec_10916.html
Dihex,UPL,"Diurom, Hexazinona",/agrolinkfito/produto/dihex_7796.html
Dimax 480 SC,Sumitomo,Diflubenzurom,/agrolinkfito/produto/dimax-480-sc_7421.html
Dimetoato 500 EC Nortox,Nortox,Dimetoato,/agrolinkfito/produto/dimetoato-500-ec-nortox_40.html
Dimexion,FMC,Dimetoato,/agrolinkfito/produto/dimexion_3210.html
Dimilin,UPL,Diflubenzurom,/agrolinkfito/produto/dimilin_185.html
Dimilin 480 SC,UPL,Diflubenzurom,/agrolinkfito/produto/dimilin-480-sc_11358.html
Dimilin 80 WG,UPL,Diflubenzurom,/agrolinkfito/produto/dimilin-80-wg_8124.html
Dinagro-S2,Dinagro,Sulfluramida,/agrolinkfito/produto/dinagro-s2_12196.html
Dinamaz 70 WG,FMC,Imazetapir,/agrolinkfito/produto/dinamaz-70-wg_5733.html
Dinamic,UPL,Amicarbazona,/agrolinkfito/produto/dinamic_7136.html
Dinamo,FMC,"Bifentrina, Imidacloprido",/agrolinkfito/produto/dinamo_12159.html
Dinky 200 SP/Promenade,Globachem,Acetamiprido,/agrolinkfito/produto/dinky-200-sp-promenade_10735.html
DINNO,Iharabras,Dinotefuram,/agrolinkfito/produto/dinno_10977.html
Diox,Ouro Fino,Diurom,/agrolinkfito/produto/diox_8574.html
Dipel,Sumitomo,Bacillus thuringiensis var. kurstaki cepa HD-1,/agrolinkfito/produto/dipel_3040.html
Dipel ES-NT/Biobit/Quark/Bactospeine,Sumitomo,Bacillus thuringiensis var. kurstaki cepa HD-1,/agrolinkfito/produto/dipel-es-nt-biobit-quark-bactospeine_10341.html
Dipel WG,Sumitomo,Bacillus thuringiensis var. kurstaki cepa HD-1,/agrolinkfito/produto/dipel-wg_7318.html
Dipel WP,Sumitomo,Bacillus thuringiensis var. kurstaki cepa HD-1,/agrolinkfito/produto/dipel-wp_3041.html
Diplomata EVO,Koppert,"Chrysodeixis includens nucleopolyhedrovirus (ChinNPV), Helicoverpa armigera Nucleopolyhedrovirus (HearNPV)",/agrolinkfito/produto/diplomata-evo_12206.html
Diquash 200 SL,Sharda,Diquate,/agrolinkfito/produto/diquash-200-sl_10227.html
Diquat CCAB 200 SL,CCAB Agro,Diquate,/agrolinkfito/produto/diquat-ccab-200-sl_10912.html
Diquat Nortox,Nortox,"Dibrometo de diquate, Equivalente íon Diquate",/agrolinkfito/produto/diquat-nortox_12013.html
Diquat Vanon 200 SL,Green Place,"Dibrometo de diquate, Diquate",/agrolinkfito/produto/diquat-vanon-200-sl_12014.html
Diquate 200 SL Alamos,Alamos,Diquate,/agrolinkfito/produto/diquate-200-sl-alamos_12222.html
Direct,Monsanto,"Equivalente ácido de Glifosato, Glifosato",/agrolinkfito/produto/direct_7206.html
Direto,UPL,"Equivalente ácido de Glifosato, Equivalente ácido de Imazapir, Glifosato, Imazetapir",/agrolinkfito/produto/direto_12005.html
Direx 500 SC,Adama,Diurom,/agrolinkfito/produto/direx-500-sc_7580.html
Discover 500 WP,FMC,"Clomazona, Hexazinona",/agrolinkfito/produto/discover-500-wp_7547.html
Disparo,CTVA Proteção de Cultivos,"2,4-D, Equivalente ácido de 2,4-D, Equivalente Ácido de Picloram, Picloram",/agrolinkfito/produto/disparo_8406.html
DisparoUltra-S,CTVA Proteção de Cultivos,"2,4-D, Aminopiralide, Equivalente ácido de 2,4-D, Equivalente ácido de Aminopiralide",/agrolinkfito/produto/disparoultra-s_11088.html
Disseminate,Agbitech,AcMNPV (Autographa californica multiple nucleopolyhedrovirus),/agrolinkfito/produto/disseminate_10722.html
DistintoBR,Ouro Fino,Isoxaflutol,/agrolinkfito/produto/distintobr_11456.html
Dithane NT,CTVA Proteção de Cultivos,Mancozebe,/agrolinkfito/produto/dithane-nt_3161.html
Dithane WG NT,CTVA Proteção de Cultivos,Mancozebe,/agrolinkfito/produto/dithane-wg-nt_8333.html
Dithiobin 780 WP,Indofil,"Mancozebe, Tiofanato-metílico",/agrolinkfito/produto/dithiobin-780-wp_3372.html
Diurex Agricur 500 SC,Adama,Diurom,/agrolinkfito/produto/diurex-agricur-500-sc_10336.html
Diurex Agricur 800 SC,Adama,Diurom,/agrolinkfito/produto/diurex-agricur-800-sc_7482.html
Diurex WG,Adama,Diurom,/agrolinkfito/produto/diurex-wg_7417.html
Diuron 468 Hexazinona 132 CCAB WG,CCAB Agro,"Diurom, Hexazinona",/agrolinkfito/produto/diuron-468-hexazinona-132-ccab-wg_11463.html
Diuron 500 SC Milenia,Adama,Diurom,/agrolinkfito/produto/diuron-500-sc-milenia_7439.html
Diuron 500 SC Proventis,Proventis,Diurom,/agrolinkfito/produto/diuron-500-sc-proventis_11745.html
Diuron 500 SC Rainbow,Rainbow Defensivos,Diurom,/agrolinkfito/produto/diuron-500-sc-rainbow_10872.html
Diuron 800 WG Rainbow,Rainbow Defensivos,Diurom,/agrolinkfito/produto/diuron-800-wg-rainbow_11200.html
Diuron CCAB 500 SC,CCAB Agro,Diurom,/agrolinkfito/produto/diuron-ccab-500-sc_11540.html
Diuron Fersol 500 SC/Kamaitachi 500 SC,Ameribrás,Diurom,/agrolinkfito/produto/diuron-fersol-500-sc-kamaitachi-500-sc_5758.html
Diuron Nortox,Nortox,Diurom,/agrolinkfito/produto/diuron-nortox_42.html
Diuron Nortox 500 SC,Nortox,Diurom,/agrolinkfito/produto/diuron-nortox-500-sc_2935.html
Diuron R 500 SC Perterra,Rainbow Defensivos,Diurom,/agrolinkfito/produto/diuron-r-500-sc-perterra_10877.html
Divex,Basf,"Clorotalonil, Fluxapiroxade",/agrolinkfito/produto/divex_11794.html
Dividend Supreme,Syngenta,"Difenoconazol, Metalaxil-M, Tiametoxam",/agrolinkfito/produto/dividend-supreme_10387.html
Dizone,UPL,"Diurom, Hexazinona",/agrolinkfito/produto/dizone_7861.html
DK Max,Zhongshan,Atrazina,/agrolinkfito/produto/dk-max_11136.html
DK Plus,Zhongshan,Ametrina,/agrolinkfito/produto/dk-plus_11167.html
DMA 806 BR,CTVA Proteção de Cultivos,"2,4-D, Equivalente ácido de 2,4-D",/agrolinkfito/produto/dma-806-br_222.html
Dobbel,Agrobiológica Sustentabilidade,"Beauveria bassiana isolado IBCB 66, Metarhizium anisopliae cepa IBCB 425",/agrolinkfito/produto/dobbel_10745.html
Doble,UPL,"Acifluorfem, Bentazona",/agrolinkfito/produto/doble_2941.html
Dodex 450 SC,Oxon,Dodina,/agrolinkfito/produto/dodex-450-sc_3063.html
DOLPHIN,Pilarquim,Tiofanato-metílico,/agrolinkfito/produto/dolphin_10998.html
Domark 100 EC,Gowan,Tetraconazol,/agrolinkfito/produto/domark-100-ec_3065.html
Domark Excell,Gowan,"Azoxistrobina, Tetraconazol",/agrolinkfito/produto/domark-excell_8645.html
Domark Pro,Gowan,"Carbendazim, Tetraconazol",/agrolinkfito/produto/domark-pro_11153.html
Dominum,CTVA Proteção de Cultivos,"Aminopiralide, Fluroxipir-meptílico",/agrolinkfito/produto/dominum_7262.html
Dominum XT,CTVA Proteção de Cultivos,"Aminopiralide, Equivalente ácido de Aminopiralide, Equivalente Ácido de Picloram, Equivalente ácido de Triclopir, Picloram, Triclopir-butotílico",/agrolinkfito/produto/dominum-xt_10628.html
Dominum XT-S/StopperXT-S,CTVA Proteção de Cultivos,"Aminopiralide, Equivalente ácido de Aminopiralide, Equivalente ácido de Fluroxipir, Equivalente Ácido de Picloram, Fluroxipir, Picloram",/agrolinkfito/produto/dominum-xt-s-stopperxt-s_11089.html
Dontor,CTVA Proteção de Cultivos,"2,4-D, Equivalente ácido de 2,4-D, Equivalente Ácido de Picloram, Picloram",/agrolinkfito/produto/dontor_223.html
Dontor Ultra,CTVA Proteção de Cultivos,"2,4-D, Aminopiralide, Equivalente ácido de 2,4-D, Equivalente ácido de Aminopiralide",/agrolinkfito/produto/dontor-ultra_11087.html
Dorado,Adama,"Equivalente ácido de Triclopir, Triclopir-butotílico",/agrolinkfito/produto/dorado_10133.html
Dorai,Iharabras,"Dibrometo de diquate, Equivalente íon Diquate",/agrolinkfito/produto/dorai_11744.html
Dorai Max,Iharabras,"Amicarbazona, Dibrometo de diquate, Equivalente íon Diquate",/agrolinkfito/produto/dorai-max_11753.html
Dormex,Basf,Cianamida hidrogenada,/agrolinkfito/produto/dormex_3482.html
Dosay,Proregistros,"Cimoxanil, Mancozebe",/agrolinkfito/produto/dosay_11467.html
Draxx,Ouro Fino,Sulfentrazona,/agrolinkfito/produto/draxx_11029.html
Drible,Sumitomo,Lactofem,/agrolinkfito/produto/drible_7473.html
Drill Protection,Simbiose,Beauveria bassiana isolado IBCB 66,/agrolinkfito/produto/drill-protection_11735.html
Dropp Ultra SC,Bayer,"Diurom, Tidiazurom",/agrolinkfito/produto/dropp-ultra-sc_3580.html
Du Dim 80 WG,UPL,Diflubenzurom,/agrolinkfito/produto/du-dim-80-wg_8128.html
Du Din,UPL,Diflubenzurom,/agrolinkfito/produto/du-din_7985.html
Dual Gold,Syngenta,S-Metolacloro,/agrolinkfito/produto/dual-gold_8774.html
Dual Gold 915 EC,Syngenta,S-Metolacloro,/agrolinkfito/produto/dual-gold-915-ec_8611.html
Dublon SC,Avgust Crop,Nicossulfurom,/agrolinkfito/produto/dublon-sc_10270.html
Dumper,Tecnomyl,Tebutiurom,/agrolinkfito/produto/dumper_11401.html
DUO,Prentiss Química,"Diurom, Hexazinona",/agrolinkfito/produto/duo_10371.html
Duocontrol,Simbiose,"Beauveria bassiana isolado IBCB 66, Metarhizium anisopliae cepa IBCB 425",/agrolinkfito/produto/duocontrol_11094.html
Duozina,Agro Import,"Atrazina, Simazina",/agrolinkfito/produto/duozina_11035.html
Durance TM/Seletio/Contriso/Conforz,Basf,Isoxaflutol,/agrolinkfito/produto/durance-tm-seletio-contriso-conforz_7859.html
Duravel,Basf,Bacillus amyloliquefaciens cepa MBI600,/agrolinkfito/produto/duravel_10704.html
Durivo,Syngenta,"Clorantraniliprole, Tiametoxam",/agrolinkfito/produto/durivo_8914.html
Dux/Biotrinsic Beauveria,Ballagro,Beauveria bassiana isolado IBCB 66,/agrolinkfito/produto/dux-biotrinsic-beauveria_10749.html
